bw	scale	pct	qlen	maxq	avgq	maxd	avgd	rate
60	1.50	0.99	6	1070.0	176.5	139	22	6658.7 (0.87)
60	1.50	0.99	8	969.5	173.9	126	22	6661.6 (0.87)
60	1.50	0.99	10	1112.5	170.2	144	22	6664.2 (0.87)
60	1.50	0.99	12	1076.5	174.7	140	22	6673.4 (0.87)
60	1.50	0.99	14	1070.4	176.2	139	22	6684.2 (0.87)
60	1.50	0.99	16	1183.1	173.3	154	22	6683.8 (0.87)
60	1.50	0.99	20	1077.5	163.6	140	21	6686.2 (0.87)
60	1.50	0.99	32	1204.3	174.3	156	22	6686.2 (0.87)
60	1.50	0.99	64	1102.2	144.9	143	18	6686.7 (0.87)
60	1.50	0.99	128	1030.1	146.6	134	19	6684.7 (0.87)
60	1.50	0.99	256	741.8	99.4	96	12	6689.5 (0.87)
60	1.50	1.00	4	1402.5	212.0	182	27	6659.0 (0.87)
60	1.50	1.00	6	1302.7	218.1	169	28	6688.6 (0.87)
60	1.50	1.00	8	1449.1	213.8	188	27	6705.2 (0.87)
60	1.50	1.00	10	1269.1	215.8	165	28	6718.4 (0.87)
60	1.50	1.00	12	1241.3	206.5	161	26	6713.6 (0.87)
60	1.50	1.00	14	1245.4	207.9	162	27	6718.0 (0.87)
60	1.50	1.00	16	1366.7	211.3	177	27	6718.0 (0.87)
60	1.50	1.00	20	1366.7	211.3	177	27	6718.0 (0.87)
60	1.50	1.00	32	1366.7	211.3	177	27	6718.0 (0.87)
60	1.50	1.00	64	1366.7	211.3	177	27	6718.0 (0.87)
60	1.50	1.00	128	1366.7	211.3	177	27	6718.0 (0.87)
60	1.50	1.00	256	1366.7	211.3	177	27	6718.0 (0.87)
60	1.60	0.90	4	191.7	9.5	24	1	5710.4 (0.74)
60	1.60	0.90	6	127.5	7.2	16	0	5953.1 (0.78)
60	1.60	0.90	8	136.4	8.0	17	1	6085.9 (0.79)
60	1.60	0.90	10	128.2	6.5	16	0	6151.5 (0.80)
60	1.60	0.90	12	100.9	4.8	13	0	6223.6 (0.81)
60	1.60	0.90	14	92.7	5.5	12	0	6253.3 (0.81)
60	1.60	0.90	16	106.6	6.6	13	0	6308.4 (0.82)
60	1.60	0.90	20	103.9	6.5	13	0	6357.2 (0.83)
60	1.60	0.90	32	105.9	7.8	13	1	6400.1 (0.83)
60	1.60	0.90	64	104.1	8.0	13	1	6496.7 (0.85)
60	1.60	0.90	128	139.8	8.6	18	1	6524.8 (0.85)
60	1.60	0.90	256	101.6	8.0	13	1	6526.5 (0.85)
60	1.60	0.91	4	160.3	9.4	20	1	5790.9 (0.75)
60	1.60	0.91	6	163.7	6.8	21	0	6024.1 (0.78)
60	1.60	0.91	8	150.1	8.9	19	1	6168.9 (0.80)
60	1.60	0.91	10	156.4	6.9	20	0	6252.2 (0.81)
60	1.60	0.91	12	130.0	7.7	16	1	6309.1 (0.82)
60	1.60	0.91	14	121.4	7.8	15	1	6332.4 (0.82)
60	1.60	0.91	16	131.9	8.6	17	1	6382.2 (0.83)
60	1.60	0.91	20	145.1	7.9	18	1	6418.9 (0.84)
60	1.60	0.91	32	107.6	8.9	14	1	6457.7 (0.84)
60	1.60	0.91	64	116.8	8.7	15	1	6548.4 (0.85)
60	1.60	0.91	128	108.0	9.1	14	1	6572.8 (0.86)
60	1.60	0.91	256	100.3	7.9	13	1	6578.1 (0.86)
60	1.60	0.92	4	204.6	15.8	26	2	5965.5 (0.78)
60	1.60	0.92	6	150.3	11.3	19	1	6177.1 (0.80)
60	1.60	0.92	8	212.0	16.0	27	2	6285.3 (0.82)
60	1.60	0.92	10	234.0	15.3	30	1	6341.0 (0.83)
60	1.60	0.92	12	193.7	12.7	25	1	6375.3 (0.83)
60	1.60	0.92	14	163.3	10.9	21	1	6431.8 (0.84)
60	1.60	0.92	16	137.5	11.9	17	1	6423.2 (0.84)
60	1.60	0.92	20	134.7	9.3	17	1	6468.4 (0.84)
60	1.60	0.92	32	110.8	10.9	14	1	6526.5 (0.85)
60	1.60	0.92	64	120.2	11.9	15	1	6574.3 (0.86)
60	1.60	0.92	128	117.7	9.7	15	1	6618.9 (0.86)
60	1.60	0.92	256	150.8	10.1	19	1	6622.3 (0.86)
60	1.60	0.93	4	305.7	22.9	39	2	6096.3 (0.79)
60	1.60	0.93	6	308.5	28.6	40	3	6259.6 (0.82)
60	1.60	0.93	8	276.0	24.4	35	3	6370.5 (0.83)
60	1.60	0.93	10	255.8	24.9	33	3	6414.2 (0.84)
60	1.60	0.93	12	241.3	17.0	31	2	6464.0 (0.84)
60	1.60	0.93	14	220.0	17.1	28	2	6453.9 (0.84)
60	1.60	0.93	16	260.0	20.1	33	2	6508.5 (0.85)
60	1.60	0.93	20	213.3	16.7	27	2	6536.1 (0.85)
60	1.60	0.93	32	212.1	13.7	27	1	6569.7 (0.86)
60	1.60	0.93	64	132.0	13.3	17	1	6639.6 (0.86)
60	1.60	0.93	128	146.3	11.5	19	1	6665.3 (0.87)
60	1.60	0.93	256	135.0	10.6	17	1	6669.3 (0.87)
60	1.60	0.94	4	316.6	33.7	41	4	6205.3 (0.81)
60	1.60	0.94	6	337.4	33.0	43	4	6368.2 (0.83)
60	1.60	0.94	8	370.3	35.2	48	4	6475.5 (0.84)
60	1.60	0.94	10	359.2	34.1	46	4	6504.0 (0.85)
60	1.60	0.94	12	254.0	24.5	33	3	6513.6 (0.85)
60	1.60	0.94	14	298.4	27.3	38	3	6546.2 (0.85)
60	1.60	0.94	16	352.7	31.5	45	4	6583.2 (0.86)
60	1.60	0.94	20	348.4	26.6	45	3	6593.6 (0.86)
60	1.60	0.94	32	242.7	23.9	31	3	6640.6 (0.86)
60	1.60	0.94	64	239.9	19.4	31	2	6690.6 (0.87)
60	1.60	0.94	128	181.9	15.9	23	2	6694.4 (0.87)
60	1.60	0.94	256	167.6	12.3	21	1	6706.1 (0.87)
60	1.60	0.95	4	465.3	60.5	60	7	6247.8 (0.81)
60	1.60	0.95	6	451.7	54.4	58	7	6473.7 (0.84)
60	1.60	0.95	8	381.1	46.9	49	6	6552.4 (0.85)
60	1.60	0.95	10	440.8	40.3	57	5	6591.1 (0.86)
60	1.60	0.95	12	386.0	39.0	50	5	6613.1 (0.86)
60	1.60	0.95	14	390.8	35.3	50	4	6641.6 (0.86)
60	1.60	0.95	16	388.6	42.4	50	5	6644.5 (0.87)
60	1.60	0.95	20	400.3	39.4	52	5	6663.3 (0.87)
60	1.60	0.95	32	407.6	30.9	53	4	6695.2 (0.87)
60	1.60	0.95	64	343.5	32.9	44	4	6740.8 (0.88)
60	1.60	0.95	128	240.1	20.4	31	2	6745.0 (0.88)
60	1.60	0.95	256	192.9	15.8	25	2	6749.3 (0.88)
60	1.60	0.96	4	511.7	53.2	66	6	6429.0 (0.84)
60	1.60	0.96	6	404.6	55.2	52	7	6604.5 (0.86)
60	1.60	0.96	8	518.5	64.9	67	8	6652.0 (0.87)
60	1.60	0.96	10	439.4	57.2	57	7	6670.5 (0.87)
60	1.60	0.96	12	500.8	60.1	65	7	6689.9 (0.87)
60	1.60	0.96	14	571.8	61.2	74	7	6696.9 (0.87)
60	1.60	0.96	16	469.4	53.7	61	6	6707.1 (0.87)
60	1.60	0.96	20	467.1	53.8	60	7	6714.9 (0.87)
60	1.60	0.96	32	438.4	52.0	57	6	6755.1 (0.88)
60	1.60	0.96	64	371.9	44.0	48	5	6773.7 (0.88)
60	1.60	0.96	128	412.6	42.4	53	5	6784.9 (0.88)
60	1.60	0.96	256	220.0	20.1	28	2	6789.8 (0.88)
60	1.60	0.97	4	645.3	94.6	84	12	6565.7 (0.85)
60	1.60	0.97	6	781.1	87.0	101	11	6688.4 (0.87)
60	1.60	0.97	8	615.3	80.3	80	10	6732.0 (0.88)
60	1.60	0.97	10	763.4	89.3	99	11	6745.7 (0.88)
60	1.60	0.97	12	688.4	90.5	89	11	6762.8 (0.88)
60	1.60	0.97	14	648.4	87.5	84	11	6757.9 (0.88)
60	1.60	0.97	16	610.4	89.5	79	11	6772.2 (0.88)
60	1.60	0.97	20	645.2	94.6	84	12	6783.7 (0.88)
60	1.60	0.97	32	582.7	83.5	75	10	6787.7 (0.88)
60	1.60	0.97	64	583.2	76.5	75	9	6821.1 (0.89)
60	1.60	0.97	128	565.3	64.5	73	8	6824.0 (0.89)
60	1.60	0.97	256	418.9	40.0	54	5	6825.1 (0.89)
60	1.60	0.98	4	995.5	137.1	129	17	6736.2 (0.88)
60	1.60	0.98	6	972.6	148.7	126	19	6792.5 (0.88)
60	1.60	0.98	8	853.9	133.9	111	17	6804.0 (0.89)
60	1.60	0.98	10	856.4	136.4	111	17	6806.6 (0.89)
60	1.60	0.98	12	950.4	140.2	123	18	6807.0 (0.89)
60	1.60	0.98	14	968.6	127.7	126	16	6825.8 (0.89)
60	1.60	0.98	16	966.3	131.6	125	17	6818.2 (0.89)
60	1.60	0.98	20	1088.2	135.3	141	17	6837.5 (0.89)
60	1.60	0.98	32	844.1	127.9	109	16	6840.9 (0.89)
60	1.60	0.98	64	758.8	114.4	98	14	6860.2 (0.89)
60	1.60	0.98	128	847.1	111.8	110	14	6859.5 (0.89)
60	1.60	0.98	256	635.0	75.3	82	9	6862.8 (0.89)
60	1.60	0.99	4	1139.9	194.8	148	25	6806.1 (0.89)
60	1.60	0.99	6	1163.0	192.3	151	25	6855.7 (0.89)
60	1.60	0.99	8	1237.4	212.9	161	27	6862.7 (0.89)
60	1.60	0.99	10	1318.4	196.6	171	25	6873.3 (0.89)
60	1.60	0.99	12	1190.3	197.8	154	25	6874.8 (0.90)
60	1.60	0.99	14	1218.3	194.4	158	25	6876.3 (0.90)
60	1.60	0.99	16	1215.7	198.2	158	25	6880.3 (0.90)
60	1.60	0.99	20	1230.4	203.5	160	26	6878.0 (0.90)
60	1.60	0.99	32	1294.2	191.5	168	24	6888.0 (0.90)
60	1.60	0.99	64	1242.0	184.7	161	24	6891.7 (0.90)
60	1.60	0.99	128	1022.5	158.9	133	20	6891.4 (0.90)
60	1.60	0.99	256	882.8	129.6	114	16	6888.1 (0.90)
60	1.60	1.00	4	1321.3	231.0	172	30	6853.0 (0.89)
60	1.60	1.00	6	1445.6	244.2	188	31	6892.6 (0.90)
60	1.60	1.00	8	1434.9	247.6	186	32	6915.6 (0.90)
60	1.60	1.00	10	1482.5	247.2	193	32	6923.9 (0.90)
60	1.60	1.00	12	1426.6	243.2	185	31	6923.1 (0.90)
60	1.60	1.00	14	1441.9	239.5	187	31	6921.2 (0.90)
60	1.60	1.00	16	1399.1	240.8	182	31	6921.2 (0.90)
60	1.60	1.00	20	1399.1	240.8	182	31	6921.2 (0.90)
60	1.60	1.00	32	1399.1	240.8	182	31	6921.2 (0.90)
60	1.60	1.00	64	1399.1	240.8	182	31	6921.2 (0.90)
60	1.60	1.00	128	1399.1	240.8	182	31	6921.2 (0.90)
60	1.60	1.00	256	1399.1	240.8	182	31	6921.2 (0.90)
60	1.70	0.90	4	159.1	7.0	20	0	5737.8 (0.75)
60	1.70	0.90	6	156.4	8.4	20	1	6077.5 (0.79)
60	1.70	0.90	8	179.9	11.5	23	1	6194.7 (0.81)
60	1.70	0.90	10	187.5	11.5	24	1	6273.8 (0.82)
60	1.70	0.90	12	140.6	9.4	18	1	6295.2 (0.82)
60	1.70	0.90	14	176.8	8.5	23	1	6351.6 (0.83)
60	1.70	0.90	16	151.1	9.1	19	1	6372.4 (0.83)
60	1.70	0.90	20	100.1	8.7	13	1	6425.8 (0.84)
60	1.70	0.90	32	130.8	7.1	17	0	6488.5 (0.84)
60	1.70	0.90	64	112.2	9.3	14	1	6576.1 (0.86)
60	1.70	0.90	128	107.3	8.9	13	1	6611.6 (0.86)
60	1.70	0.90	256	110.4	6.9	14	0	6621.1 (0.86)
60	1.70	0.91	4	170.6	10.5	22	1	5934.0 (0.77)
60	1.70	0.91	6	184.0	14.1	23	1	6166.7 (0.80)
60	1.70	0.91	8	194.7	12.6	25	1	6273.4 (0.82)
60	1.70	0.91	10	215.4	15.6	28	2	6342.2 (0.83)
60	1.70	0.91	12	219.6	11.7	28	1	6388.5 (0.83)
60	1.70	0.91	14	213.2	13.2	27	1	6411.5 (0.83)
60	1.70	0.91	16	194.6	13.5	25	1	6439.3 (0.84)
60	1.70	0.91	20	200.5	13.0	26	1	6493.4 (0.85)
60	1.70	0.91	32	195.0	12.3	25	1	6566.5 (0.86)
60	1.70	0.91	64	148.9	9.6	19	1	6653.3 (0.87)
60	1.70	0.91	128	144.4	9.6	18	1	6670.1 (0.87)
60	1.70	0.91	256	141.7	8.7	18	1	6674.7 (0.87)
60	1.70	0.92	4	297.1	25.2	38	3	6062.2 (0.79)
60	1.70	0.92	6	245.6	21.8	31	2	6293.6 (0.82)
60	1.70	0.92	8	275.0	24.9	35	3	6377.0 (0.83)
60	1.70	0.92	10	242.9	19.7	31	2	6431.4 (0.84)
60	1.70	0.92	12	230.9	17.9	30	2	6485.2 (0.84)
60	1.70	0.92	14	217.6	16.8	28	2	6521.1 (0.85)
60	1.70	0.92	16	201.2	16.8	26	2	6534.0 (0.85)
60	1.70	0.92	20	215.0	19.1	27	2	6546.9 (0.85)
60	1.70	0.92	32	201.8	13.2	26	1	6637.6 (0.86)
60	1.70	0.92	64	197.0	13.8	25	1	6693.5 (0.87)
60	1.70	0.92	128	151.8	12.1	19	1	6720.0 (0.87)
60	1.70	0.92	256	146.2	10.4	19	1	6726.0 (0.88)
60	1.70	0.93	4	330.2	26.1	42	3	6097.2 (0.79)
60	1.70	0.93	6	323.3	34.1	42	4	6392.6 (0.83)
60	1.70	0.93	8	334.7	32.3	43	4	6484.0 (0.84)
60	1.70	0.93	10	416.2	36.3	54	4	6524.4 (0.85)
60	1.70	0.93	12	269.0	26.4	35	3	6566.6 (0.86)
60	1.70	0.93	14	323.5	33.9	42	4	6575.2 (0.86)
60	1.70	0.93	16	266.8	25.8	34	3	6604.2 (0.86)
60	1.70	0.93	20	236.3	22.7	30	2	6637.8 (0.86)
60	1.70	0.93	32	274.1	23.1	35	3	6681.2 (0.87)
60	1.70	0.93	64	216.9	16.6	28	2	6737.2 (0.88)
60	1.70	0.93	128	179.8	15.6	23	2	6776.4 (0.88)
60	1.70	0.93	256	158.8	13.1	20	1	6782.6 (0.88)
60	1.70	0.94	4	453.7	46.2	59	6	6296.1 (0.82)
60	1.70	0.94	6	486.2	55.9	63	7	6488.8 (0.84)
60	1.70	0.94	8	377.4	46.8	49	6	6564.2 (0.85)
60	1.70	0.94	10	415.2	43.9	54	5	6598.1 (0.86)
60	1.70	0.94	12	360.5	39.5	46	5	6650.8 (0.87)
60	1.70	0.94	14	361.9	39.8	47	5	6673.6 (0.87)
60	1.70	0.94	16	317.1	37.2	41	4	6691.1 (0.87)
60	1.70	0.94	20	327.2	36.3	42	4	6728.6 (0.88)
60	1.70	0.94	32	283.5	29.9	36	3	6745.4 (0.88)
60	1.70	0.94	64	259.0	23.0	33	3	6790.7 (0.88)
60	1.70	0.94	128	243.9	20.8	31	2	6825.2 (0.89)
60	1.70	0.94	256	144.1	16.3	18	2	6832.0 (0.89)
60	1.70	0.95	4	478.7	62.6	62	8	6423.7 (0.84)
60	1.70	0.95	6	465.8	64.3	60	8	6583.1 (0.86)
60	1.70	0.95	8	462.0	59.3	60	7	6676.3 (0.87)
60	1.70	0.95	10	529.7	60.9	68	7	6709.9 (0.87)
60	1.70	0.95	12	425.3	53.5	55	6	6730.5 (0.88)
60	1.70	0.95	14	427.0	58.8	55	7	6738.3 (0.88)
60	1.70	0.95	16	470.5	47.6	61	6	6764.8 (0.88)
60	1.70	0.95	20	443.8	52.2	57	6	6773.3 (0.88)
60	1.70	0.95	32	427.4	46.5	55	6	6794.9 (0.88)
60	1.70	0.95	64	357.4	42.1	46	5	6853.2 (0.89)
60	1.70	0.95	128	230.2	26.0	29	3	6879.2 (0.90)
60	1.70	0.95	256	228.2	20.4	29	2	6877.1 (0.90)
60	1.70	0.96	4	539.0	81.5	70	10	6543.9 (0.85)
60	1.70	0.96	6	583.4	82.7	75	10	6727.1 (0.88)
60	1.70	0.96	8	606.4	85.9	78	11	6767.8 (0.88)
60	1.70	0.96	10	484.2	73.9	63	9	6792.8 (0.88)
60	1.70	0.96	12	586.5	80.6	76	10	6799.6 (0.89)
60	1.70	0.96	14	647.6	74.7	84	9	6812.5 (0.89)
60	1.70	0.96	16	672.3	76.1	87	9	6834.3 (0.89)
60	1.70	0.96	20	521.3	70.1	67	9	6841.8 (0.89)
60	1.70	0.96	32	577.1	65.3	75	8	6882.2 (0.90)
60	1.70	0.96	64	572.6	63.5	74	8	6908.6 (0.90)
60	1.70	0.96	128	484.0	54.0	63	7	6917.4 (0.90)
60	1.70	0.96	256	353.6	30.9	46	4	6926.5 (0.90)
60	1.70	0.97	4	679.6	117.7	88	15	6700.6 (0.87)
60	1.70	0.97	6	778.5	116.2	101	15	6830.2 (0.89)
60	1.70	0.97	8	836.0	113.9	108	14	6865.4 (0.89)
60	1.70	0.97	10	820.3	108.7	106	14	6882.7 (0.90)
60	1.70	0.97	12	776.6	115.3	101	15	6897.9 (0.90)
60	1.70	0.97	14	737.8	113.9	96	14	6895.0 (0.90)
60	1.70	0.97	16	725.2	101.2	94	13	6915.1 (0.90)
60	1.70	0.97	20	661.7	109.1	86	14	6920.6 (0.90)
60	1.70	0.97	32	690.2	101.4	89	13	6936.6 (0.90)
60	1.70	0.97	64	737.8	101.4	96	13	6961.1 (0.91)
60	1.70	0.97	128	560.5	80.9	72	10	6961.7 (0.91)
60	1.70	0.97	256	394.9	50.1	51	6	6967.1 (0.91)
60	1.70	0.98	4	975.9	168.1	127	21	6875.3 (0.90)
60	1.70	0.98	6	1022.3	178.1	133	23	6917.5 (0.90)
60	1.70	0.98	8	1090.0	160.9	141	20	6954.7 (0.91)
60	1.70	0.98	10	988.9	166.5	128	21	6962.5 (0.91)
60	1.70	0.98	12	949.0	155.6	123	20	6965.9 (0.91)
60	1.70	0.98	14	1071.8	159.4	139	20	6977.3 (0.91)
60	1.70	0.98	16	1033.8	151.9	134	19	6971.9 (0.91)
60	1.70	0.98	20	1067.4	155.6	138	20	6987.9 (0.91)
60	1.70	0.98	32	1054.4	152.6	137	19	6999.3 (0.91)
60	1.70	0.98	64	959.7	140.6	124	18	7000.6 (0.91)
60	1.70	0.98	128	758.0	120.9	98	15	7010.4 (0.91)
60	1.70	0.98	256	690.7	92.8	89	12	7014.1 (0.91)
60	1.70	0.99	4	1176.7	233.6	153	30	6936.4 (0.90)
60	1.70	0.99	6	1345.3	231.2	175	30	7015.5 (0.91)
60	1.70	0.99	8	1363.6	236.5	177	30	7025.9 (0.91)
60	1.70	0.99	10	1345.7	235.3	175	30	7032.8 (0.92)
60	1.70	0.99	12	1424.9	238.6	185	31	7035.4 (0.92)
60	1.70	0.99	14	1408.9	232.6	183	30	7026.7 (0.91)
60	1.70	0.99	16	1310.7	220.7	170	28	7051.2 (0.92)
60	1.70	0.99	20	1276.9	218.6	166	28	7050.0 (0.92)
60	1.70	0.99	32	1294.1	222.5	168	28	7044.9 (0.92)
60	1.70	0.99	64	1287.8	209.9	167	27	7055.0 (0.92)
60	1.70	0.99	128	1119.7	185.0	145	24	7053.6 (0.92)
60	1.70	0.99	256	1108.2	153.5	144	19	7054.1 (0.92)
60	1.70	1.00	4	1521.3	270.8	198	35	7026.3 (0.91)
60	1.70	1.00	6	1430.1	270.5	186	35	7069.0 (0.92)
60	1.70	1.00	8	1472.0	272.5	191	35	7083.0 (0.92)
60	1.70	1.00	10	1552.1	269.3	202	35	7092.5 (0.92)
60	1.70	1.00	12	1519.8	279.4	197	36	7094.2 (0.92)
60	1.70	1.00	14	1587.1	276.7	206	36	7097.4 (0.92)
60	1.70	1.00	16	1566.4	283.1	203	36	7097.4 (0.92)
60	1.70	1.00	20	1566.4	283.1	203	36	7097.4 (0.92)
60	1.70	1.00	32	1566.4	283.1	203	36	7097.4 (0.92)
60	1.70	1.00	64	1566.4	283.1	203	36	7097.4 (0.92)
60	1.70	1.00	128	1566.4	283.1	203	36	7097.4 (0.92)
60	1.70	1.00	256	1566.4	283.1	203	36	7097.4 (0.92)
60	1.80	0.90	4	302.9	20.2	39	2	5890.2 (0.77)
60	1.80	0.90	6	217.9	13.3	28	1	6157.1 (0.80)
60	1.80	0.90	8	223.2	13.3	29	1	6271.9 (0.82)
60	1.80	0.90	10	166.1	11.6	21	1	6330.2 (0.82)
60	1.80	0.90	12	211.7	15.1	27	1	6378.7 (0.83)
60	1.80	0.90	14	199.3	14.3	25	1	6418.0 (0.84)
60	1.80	0.90	16	210.3	13.6	27	1	6423.4 (0.84)
60	1.80	0.90	20	134.7	10.6	17	1	6457.7 (0.84)
60	1.80	0.90	32	163.5	11.5	21	1	6546.1 (0.85)
60	1.80	0.90	64	134.6	10.3	17	1	6623.7 (0.86)
60	1.80	0.90	128	109.2	9.7	14	1	6672.8 (0.87)
60	1.80	0.90	256	110.4	8.7	14	1	6662.9 (0.87)
60	1.80	0.91	4	413.1	32.5	53	4	6015.5 (0.78)
60	1.80	0.91	6	281.2	23.8	36	3	6216.7 (0.81)
60	1.80	0.91	8	307.0	26.6	39	3	6343.9 (0.83)
60	1.80	0.91	10	261.9	22.3	34	2	6418.8 (0.84)
60	1.80	0.91	12	281.2	21.1	36	2	6459.9 (0.84)
60	1.80	0.91	14	251.7	21.1	32	2	6478.3 (0.84)
60	1.80	0.91	16	226.5	20.2	29	2	6520.9 (0.85)
60	1.80	0.91	20	197.0	19.0	25	2	6541.1 (0.85)
60	1.80	0.91	32	157.3	13.2	20	1	6606.1 (0.86)
60	1.80	0.91	64	171.8	12.8	22	1	6698.1 (0.87)
60	1.80	0.91	128	137.5	10.9	17	1	6735.1 (0.88)
60	1.80	0.91	256	141.6	9.0	18	1	6731.5 (0.88)
60	1.80	0.92	4	369.6	32.1	48	4	6117.6 (0.80)
60	1.80	0.92	6	379.9	37.3	49	4	6348.7 (0.83)
60	1.80	0.92	8	334.1	30.6	43	3	6431.4 (0.84)
60	1.80	0.92	10	345.6	27.9	44	3	6509.8 (0.85)
60	1.80	0.92	12	308.9	30.8	40	4	6545.4 (0.85)
60	1.80	0.92	14	317.7	28.2	41	3	6570.7 (0.86)
60	1.80	0.92	16	305.5	26.9	39	3	6599.9 (0.86)
60	1.80	0.92	20	370.8	33.2	48	4	6623.0 (0.86)
60	1.80	0.92	32	307.5	27.8	40	3	6681.9 (0.87)
60	1.80	0.92	64	163.5	18.0	21	2	6760.3 (0.88)
60	1.80	0.92	128	160.7	15.6	20	2	6793.1 (0.88)
60	1.80	0.92	256	138.0	12.0	17	1	6796.6 (0.88)
60	1.80	0.93	4	483.3	49.7	62	6	6277.6 (0.82)
60	1.80	0.93	6	414.9	50.0	54	6	6456.0 (0.84)
60	1.80	0.93	8	421.0	49.3	54	6	6562.9 (0.85)
60	1.80	0.93	10	352.1	43.2	45	5	6556.0 (0.85)
60	1.80	0.93	12	303.3	32.7	39	4	6629.3 (0.86)
60	1.80	0.93	14	388.8	39.3	50	5	6656.6 (0.87)
60	1.80	0.93	16	323.7	32.1	42	4	6666.9 (0.87)
60	1.80	0.93	20	273.6	26.4	35	3	6697.5 (0.87)
60	1.80	0.93	32	316.7	30.8	41	4	6750.3 (0.88)
60	1.80	0.93	64	373.0	35.2	48	4	6821.8 (0.89)
60	1.80	0.93	128	202.6	21.8	26	2	6856.1 (0.89)
60	1.80	0.93	256	233.9	16.9	30	2	6856.9 (0.89)
60	1.80	0.94	4	435.1	55.0	56	7	6400.4 (0.83)
60	1.80	0.94	6	566.3	67.8	73	8	6581.8 (0.86)
60	1.80	0.94	8	503.6	61.7	65	8	6645.8 (0.87)
60	1.80	0.94	10	540.6	58.7	70	7	6690.9 (0.87)
60	1.80	0.94	12	445.1	54.1	57	7	6725.9 (0.88)
60	1.80	0.94	14	485.4	62.4	63	8	6735.8 (0.88)
60	1.80	0.94	16	414.5	50.8	53	6	6767.9 (0.88)
60	1.80	0.94	20	470.1	49.9	61	6	6793.7 (0.88)
60	1.80	0.94	32	350.4	43.1	45	5	6815.1 (0.89)
60	1.80	0.94	64	378.1	39.3	49	5	6889.8 (0.90)
60	1.80	0.94	128	282.3	30.3	36	3	6907.0 (0.90)
60	1.80	0.94	256	283.7	20.5	36	2	6911.6 (0.90)
60	1.80	0.95	4	646.1	85.7	84	11	6466.0 (0.84)
60	1.80	0.95	6	579.3	82.9	75	10	6690.0 (0.87)
60	1.80	0.95	8	618.0	77.8	80	10	6739.4 (0.88)
60	1.80	0.95	10	527.2	73.1	68	9	6799.0 (0.89)
60	1.80	0.95	12	577.6	82.9	75	10	6820.0 (0.89)
60	1.80	0.95	14	503.2	71.7	65	9	6833.0 (0.89)
60	1.80	0.95	16	583.8	83.9	76	10	6834.7 (0.89)
60	1.80	0.95	20	500.9	65.3	65	8	6866.1 (0.89)
60	1.80	0.95	32	473.4	61.6	61	8	6917.6 (0.90)
60	1.80	0.95	64	405.8	51.7	52	6	6946.6 (0.90)
60	1.80	0.95	128	361.9	40.3	47	5	6966.5 (0.91)
60	1.80	0.95	256	313.1	23.4	40	3	6969.7 (0.91)
60	1.80	0.96	4	657.0	105.1	85	13	6639.2 (0.86)
60	1.80	0.96	6	740.9	117.3	96	15	6834.2 (0.89)
60	1.80	0.96	8	676.8	111.6	88	14	6867.9 (0.89)
60	1.80	0.96	10	646.2	109.1	84	14	6889.9 (0.90)
60	1.80	0.96	12	626.0	97.9	81	12	6907.5 (0.90)
60	1.80	0.96	14	639.5	101.7	83	13	6924.5 (0.90)
60	1.80	0.96	16	640.5	100.3	83	13	6941.8 (0.90)
60	1.80	0.96	20	681.2	101.0	88	13	6943.5 (0.90)
60	1.80	0.96	32	617.7	93.4	80	12	6970.1 (0.91)
60	1.80	0.96	64	609.3	80.9	79	10	6998.1 (0.91)
60	1.80	0.96	128	503.8	71.7	65	9	7014.0 (0.91)
60	1.80	0.96	256	410.2	49.3	53	6	7019.5 (0.91)
60	1.80	0.97	4	902.5	150.8	117	19	6833.3 (0.89)
60	1.80	0.97	6	883.4	154.7	115	20	6930.0 (0.90)
60	1.80	0.97	8	808.4	142.4	105	18	6957.5 (0.91)
60	1.80	0.97	10	1021.1	145.0	132	18	6975.2 (0.91)
60	1.80	0.97	12	929.5	147.9	121	19	6991.5 (0.91)
60	1.80	0.97	14	883.4	146.5	115	19	7007.2 (0.91)
60	1.80	0.97	16	843.2	140.1	109	18	7020.1 (0.91)
60	1.80	0.97	20	836.6	134.0	108	17	7023.0 (0.91)
60	1.80	0.97	32	821.1	124.6	106	16	7046.0 (0.92)
60	1.80	0.97	64	759.1	115.6	98	15	7062.2 (0.92)
60	1.80	0.97	128	640.2	102.2	83	13	7074.6 (0.92)
60	1.80	0.97	256	600.3	80.2	78	10	7077.9 (0.92)
60	1.80	0.98	4	954.7	216.4	124	28	6963.8 (0.91)
60	1.80	0.98	6	1239.1	244.0	161	31	7044.0 (0.92)
60	1.80	0.98	8	1110.7	205.5	144	26	7062.8 (0.92)
60	1.80	0.98	10	1156.6	217.3	150	28	7071.2 (0.92)
60	1.80	0.98	12	1029.4	198.0	134	25	7082.7 (0.92)
60	1.80	0.98	14	1264.4	198.7	164	25	7090.3 (0.92)
60	1.80	0.98	16	1075.7	201.2	140	26	7095.4 (0.92)
60	1.80	0.98	20	1165.7	209.0	151	27	7102.7 (0.92)
60	1.80	0.98	32	1121.7	203.2	146	26	7103.2 (0.92)
60	1.80	0.98	64	1064.1	180.0	138	23	7120.4 (0.93)
60	1.80	0.98	128	1038.3	155.6	135	20	7125.8 (0.93)
60	1.80	0.98	256	952.3	125.5	123	16	7126.4 (0.93)
60	1.80	0.99	4	1318.2	279.9	171	36	7082.0 (0.92)
