bw	scale	pct	qlen	maxq	avgq	maxd	avgd	rate
---------------------------------------------------------------------------
0.5	0.30	0.50	2	18.0	0.1	281	2	15.7 (0.24)
0.5	0.30	0.50	3	13.8	0.3	215	4	17.0 (0.27)
0.5	0.30	0.50	4	18.2	0.2	285	2	17.4 (0.27)
0.5	0.30	0.50	5	18.2	0.2	285	3	17.4 (0.27)
0.5	0.30	0.50	6	12.2	0.3	190	4	17.7 (0.28)
0.5	0.30	0.50	7	18.2	0.2	284	3	18.0 (0.28)
0.5	0.30	0.50	8	18.2	0.4	284	6	17.9 (0.28)
0.5	0.30	0.52	2	18.2	0.2	284	3	16.6 (0.26)
0.5	0.30	0.52	3	13.7	0.2	214	2	16.6 (0.26)
0.5	0.30	0.52	4	18.2	0.4	284	5	17.5 (0.27)
0.5	0.30	0.52	5	12.2	0.3	190	5	17.8 (0.28)
0.5	0.30	0.52	6	12.2	0.3	190	4	17.8 (0.28)
0.5	0.30	0.52	7	13.7	0.3	214	4	18.0 (0.28)
0.5	0.30	0.52	8	18.2	0.3	284	4	18.1 (0.28)
0.5	0.30	0.54	2	18.2	0.3	284	4	16.6 (0.26)
0.5	0.30	0.54	3	18.2	0.3	284	5	17.2 (0.27)
0.5	0.30	0.54	4	13.7	0.3	214	5	17.6 (0.28)
0.5	0.30	0.54	5	13.7	0.2	214	3	17.9 (0.28)
0.5	0.30	0.54	6	13.7	0.3	214	4	18.1 (0.28)
0.5	0.30	0.54	7	18.2	0.4	284	5	18.2 (0.28)
0.5	0.30	0.54	8	13.3	0.3	207	5	18.1 (0.28)
0.5	0.30	0.56	2	12.2	0.2	190	3	16.8 (0.26)
0.5	0.30	0.56	3	18.2	0.3	284	4	17.3 (0.27)
0.5	0.30	0.56	4	18.2	0.3	284	4	17.7 (0.28)
0.5	0.30	0.56	5	18.2	0.4	284	6	17.8 (0.28)
0.5	0.30	0.56	6	13.7	0.4	214	6	18.0 (0.28)
0.5	0.30	0.56	7	18.2	0.4	284	6	18.2 (0.28)
0.5	0.30	0.56	8	18.2	0.5	284	8	18.2 (0.28)
0.5	0.30	0.58	2	18.0	0.4	281	5	16.6 (0.26)
0.5	0.30	0.58	3	18.0	0.3	281	5	17.4 (0.27)
0.5	0.30	0.58	4	18.0	0.3	281	4	17.7 (0.28)
0.5	0.30	0.58	5	18.0	0.3	281	5	18.0 (0.28)
0.5	0.30	0.58	6	18.0	0.4	281	6	18.1 (0.28)
0.5	0.30	0.58	7	12.4	0.3	194	4	18.3 (0.29)
0.5	0.30	0.58	8	18.0	0.4	281	6	18.3 (0.29)
0.5	0.30	0.60	2	18.0	0.3	281	4	17.0 (0.27)
0.5	0.30	0.60	3	12.0	0.3	187	4	17.4 (0.27)
0.5	0.30	0.60	4	18.0	0.4	281	6	17.8 (0.28)
0.5	0.30	0.60	5	18.0	0.4	281	6	18.0 (0.28)
0.5	0.30	0.60	6	18.0	0.4	281	6	18.2 (0.28)
0.5	0.30	0.60	7	18.0	0.4	281	6	18.2 (0.28)
0.5	0.30	0.60	8	18.0	0.4	281	6	18.6 (0.29)
0.5	0.30	0.62	2	24.2	0.5	378	7	17.0 (0.27)
0.5	0.30	0.62	3	18.2	0.4	284	5	17.5 (0.27)
0.5	0.30	0.62	4	12.2	0.3	190	4	17.8 (0.28)
0.5	0.30	0.62	5	18.2	0.4	284	6	18.1 (0.28)
0.5	0.30	0.62	6	18.2	0.5	284	7	18.4 (0.29)
0.5	0.30	0.62	7	18.2	0.4	284	5	18.3 (0.29)
0.5	0.30	0.62	8	18.2	0.4	284	6	18.5 (0.29)
0.5	0.30	0.64	2	24.2	0.4	378	6	17.3 (0.27)
0.5	0.30	0.64	3	12.2	0.3	190	4	17.6 (0.28)
0.5	0.30	0.64	4	18.2	0.3	284	5	17.8 (0.28)
0.5	0.30	0.64	5	18.2	0.5	284	7	18.3 (0.29)
0.5	0.30	0.64	6	18.2	0.5	284	7	18.2 (0.28)
0.5	0.30	0.64	7	18.2	0.4	284	6	18.4 (0.29)
0.5	0.30	0.64	8	18.2	0.5	284	7	18.4 (0.29)
0.5	0.30	0.66	2	18.2	0.4	285	6	17.0 (0.27)
0.5	0.30	0.66	3	18.2	0.4	284	6	17.5 (0.27)
0.5	0.30	0.66	4	18.2	0.4	284	5	17.9 (0.28)
0.5	0.30	0.66	5	18.2	0.4	284	6	18.1 (0.28)
0.5	0.30	0.66	6	18.2	0.5	284	7	18.4 (0.29)
0.5	0.30	0.66	7	18.2	0.5	284	7	18.4 (0.29)
0.5	0.30	0.66	8	18.2	0.3	284	5	18.4 (0.29)
0.5	0.30	0.68	2	18.2	0.4	284	5	17.3 (0.27)
0.5	0.30	0.68	3	13.7	0.4	214	5	17.7 (0.28)
0.5	0.30	0.68	4	18.2	0.4	284	6	18.0 (0.28)
0.5	0.30	0.68	5	18.2	0.4	284	6	18.2 (0.28)
0.5	0.30	0.68	6	18.2	0.3	284	4	18.3 (0.29)
0.5	0.30	0.68	7	18.2	0.4	284	6	18.4 (0.29)
0.5	0.30	0.68	8	18.2	0.5	284	8	18.4 (0.29)
0.5	0.30	0.70	2	13.7	0.3	214	5	17.3 (0.27)
0.5	0.30	0.70	3	18.2	0.3	284	5	17.7 (0.28)
0.5	0.30	0.70	4	18.2	0.3	284	5	18.0 (0.28)
0.5	0.30	0.70	5	28.7	0.5	448	7	18.2 (0.28)
0.5	0.30	0.70	6	24.5	0.6	382	8	18.3 (0.29)
0.5	0.30	0.70	7	27.5	0.5	429	8	18.4 (0.29)
0.5	0.30	0.70	8	27.5	0.5	429	7	18.4 (0.29)
0.5	0.30	0.72	2	17.4	0.4	272	6	17.3 (0.27)
0.5	0.30	0.72	3	17.4	0.5	272	8	17.8 (0.28)
0.5	0.30	0.72	4	17.4	0.4	271	5	18.1 (0.28)
0.5	0.30	0.72	5	17.4	0.4	271	6	18.3 (0.29)
0.5	0.30	0.72	6	13.8	0.5	215	8	18.4 (0.29)
0.5	0.30	0.72	7	16.7	0.5	260	8	18.5 (0.29)
0.5	0.30	0.72	8	17.3	0.5	270	7	18.5 (0.29)
0.5	0.30	0.74	2	13.7	0.3	214	5	17.4 (0.27)
0.5	0.30	0.74	3	17.4	0.4	271	6	17.7 (0.28)
0.5	0.30	0.74	4	12.4	0.4	193	6	18.0 (0.28)
0.5	0.30	0.74	5	17.3	0.4	270	6	18.3 (0.29)
0.5	0.30	0.74	6	17.3	0.5	270	7	18.4 (0.29)
0.5	0.30	0.74	7	17.3	0.4	270	6	18.5 (0.29)
0.5	0.30	0.74	8	17.3	0.4	270	6	18.5 (0.29)
0.5	0.30	0.76	2	17.4	0.4	271	6	17.4 (0.27)
0.5	0.30	0.76	3	17.4	0.5	271	7	17.8 (0.28)
0.5	0.30	0.76	4	14.6	0.4	228	6	18.1 (0.28)
0.5	0.30	0.76	5	17.3	0.5	270	8	18.3 (0.29)
0.5	0.30	0.76	6	17.3	0.4	270	6	18.4 (0.29)
0.5	0.30	0.76	7	17.3	0.6	270	8	18.4 (0.29)
0.5	0.30	0.76	8	27.5	0.6	429	10	18.5 (0.29)
0.5	0.30	0.78	2	13.8	0.2	215	3	17.4 (0.27)
0.5	0.30	0.78	3	17.4	0.6	271	9	17.8 (0.28)
0.5	0.30	0.78	4	14.6	0.4	228	6	18.1 (0.28)
0.5	0.30	0.78	5	17.3	0.5	270	7	18.3 (0.29)
0.5	0.30	0.78	6	17.3	0.5	270	8	18.4 (0.29)
0.5	0.30	0.78	7	17.3	0.6	270	8	18.5 (0.29)
0.5	0.30	0.78	8	17.3	0.5	270	7	18.5 (0.29)
0.5	0.30	0.80	2	17.4	0.4	271	5	17.4 (0.27)
0.5	0.30	0.80	3	13.8	0.3	215	4	17.7 (0.28)
0.5	0.30	0.80	4	17.4	0.4	271	6	18.1 (0.28)
0.5	0.30	0.80	5	17.3	0.3	270	5	18.2 (0.28)
0.5	0.30	0.80	6	17.3	0.5	270	7	18.5 (0.29)
0.5	0.30	0.80	7	14.6	0.4	227	5	18.5 (0.29)
0.5	0.30	0.80	8	17.3	0.4	270	6	18.5 (0.29)
0.5	0.30	0.82	2	17.4	0.4	271	5	17.5 (0.27)
0.5	0.30	0.82	3	17.4	0.5	271	7	17.8 (0.28)
0.5	0.30	0.82	4	17.4	0.4	271	6	18.1 (0.28)
0.5	0.30	0.82	5	17.3	0.3	270	4	18.3 (0.29)
0.5	0.30	0.82	6	17.3	0.4	270	6	18.4 (0.29)
0.5	0.30	0.82	7	17.7	0.6	277	9	18.6 (0.29)
0.5	0.30	0.82	8	17.7	0.5	277	8	18.5 (0.29)
0.5	0.30	0.84	2	14.9	0.4	232	6	17.4 (0.27)
0.5	0.30	0.84	3	18.0	0.3	280	5	17.7 (0.28)
0.5	0.30	0.84	4	13.8	0.4	215	6	18.1 (0.28)
0.5	0.30	0.84	5	19.4	0.6	302	9	18.3 (0.29)
0.5	0.30	0.84	6	13.8	0.6	215	8	18.4 (0.29)
0.5	0.30	0.84	7	24.5	0.6	382	8	18.4 (0.29)
0.5	0.30	0.84	8	24.5	0.6	382	10	18.5 (0.29)
0.5	0.30	0.86	2	13.8	0.5	215	7	17.4 (0.27)
0.5	0.30	0.86	3	13.1	0.4	204	5	17.9 (0.28)
0.5	0.30	0.86	4	17.9	0.5	280	7	18.2 (0.28)
0.5	0.30	0.86	5	15.0	0.5	234	7	18.3 (0.29)
0.5	0.30	0.86	6	16.6	0.7	260	10	18.5 (0.29)
0.5	0.30	0.86	7	19.3	0.8	302	12	18.6 (0.29)
0.5	0.30	0.86	8	28.8	0.9	449	13	18.6 (0.29)
0.5	0.30	0.88	2	19.5	0.5	305	8	17.6 (0.27)
0.5	0.30	0.88	3	16.5	0.5	257	7	17.8 (0.28)
0.5	0.30	0.88	4	16.5	0.5	257	7	18.3 (0.29)
0.5	0.30	0.88	5	17.9	0.4	280	6	18.4 (0.29)
0.5	0.30	0.88	6	27.5	0.6	429	9	18.5 (0.29)
0.5	0.30	0.88	7	19.1	0.6	298	8	18.5 (0.29)
0.5	0.30	0.88	8	19.1	0.6	298	9	18.5 (0.29)
0.5	0.30	0.90	2	18.2	0.5	284	7	17.7 (0.28)
0.5	0.30	0.90	3	12.6	0.4	196	5	18.0 (0.28)
0.5	0.30	0.90	4	20.6	0.7	322	10	18.3 (0.29)
0.5	0.30	0.90	5	20.8	0.5	324	7	18.3 (0.29)
0.5	0.30	0.90	6	20.8	0.7	324	11	18.5 (0.29)
0.5	0.30	0.90	7	29.0	0.6	452	8	18.5 (0.29)
0.5	0.30	0.90	8	26.2	0.7	408	10	18.6 (0.29)
0.5	0.30	0.92	2	22.2	0.6	347	9	17.7 (0.28)
0.5	0.30	0.92	3	17.8	0.5	278	7	18.0 (0.28)
0.5	0.30	0.92	4	18.7	0.6	291	8	18.3 (0.29)
0.5	0.30	0.92	5	18.0	0.6	281	9	18.5 (0.29)
0.5	0.30	0.92	6	24.5	0.7	382	10	18.5 (0.29)
0.5	0.30	0.92	7	24.6	0.6	385	9	18.5 (0.29)
0.5	0.30	0.92	8	24.6	0.8	383	11	18.7 (0.29)
0.5	0.30	0.94	2	19.5	0.5	304	7	17.8 (0.28)
0.5	0.30	0.94	3	20.9	0.6	327	9	18.0 (0.28)
0.5	0.30	0.94	4	20.8	0.7	325	11	18.3 (0.29)
0.5	0.30	0.94	5	19.5	0.7	304	11	18.4 (0.29)
0.5	0.30	0.94	6	19.3	0.7	301	10	18.5 (0.29)
0.5	0.30	0.94	7	26.0	0.7	405	11	18.8 (0.29)
0.5	0.30	0.94	8	26.0	0.7	405	11	18.8 (0.29)
0.5	0.30	0.96	2	17.4	0.5	271	7	17.9 (0.28)
0.5	0.30	0.96	3	19.4	0.6	303	9	18.2 (0.28)
0.5	0.30	0.96	4	22.2	0.8	347	12	18.4 (0.29)
0.5	0.30	0.96	5	20.8	0.8	324	12	18.5 (0.29)
0.5	0.30	0.96	6	17.7	0.7	276	10	18.6 (0.29)
0.5	0.30	0.96	7	18.6	0.8	290	12	18.7 (0.29)
0.5	0.30	0.96	8	20.8	0.7	324	11	18.7 (0.29)
0.5	0.30	0.98	2	22.2	0.6	347	8	17.9 (0.28)
0.5	0.30	0.98	3	15.2	0.4	237	7	18.2 (0.28)
0.5	0.30	0.98	4	20.7	0.8	323	11	18.4 (0.29)
0.5	0.30	0.98	5	22.4	0.9	350	14	18.5 (0.29)
0.5	0.30	0.98	6	26.0	0.8	406	12	18.6 (0.29)
0.5	0.30	0.98	7	25.7	0.9	401	13	18.6 (0.29)
0.5	0.30	0.98	8	22.2	0.9	347	13	18.6 (0.29)
0.5	0.30	1.00	2	20.9	0.7	327	11	18.0 (0.28)
0.5	0.30	1.00	3	20.9	0.6	327	9	18.3 (0.29)
0.5	0.30	1.00	4	20.9	0.8	327	11	18.5 (0.29)
0.5	0.30	1.00	5	20.9	0.8	327	12	18.6 (0.29)
0.5	0.30	1.00	6	20.9	0.8	327	12	18.7 (0.29)
0.5	0.30	1.00	7	20.9	0.8	327	12	18.7 (0.29)
0.5	0.30	1.00	8	20.9	0.7	327	11	18.7 (0.29)
0.5	0.40	0.50	2	12.4	0.2	194	3	18.7 (0.29)
0.5	0.40	0.50	3	12.3	0.3	191	5	19.8 (0.31)
0.5	0.40	0.50	4	18.2	0.3	285	4	20.6 (0.32)
0.5	0.40	0.50	5	16.7	0.4	260	5	20.7 (0.32)
0.5	0.40	0.50	6	16.7	0.5	260	7	20.9 (0.33)
0.5	0.40	0.50	7	13.5	0.4	210	5	21.4 (0.33)
0.5	0.40	0.50	8	18.2	0.3	284	5	21.7 (0.34)
0.5	0.40	0.52	2	18.2	0.3	285	4	18.5 (0.29)
0.5	0.40	0.52	3	12.3	0.5	192	7	20.3 (0.32)
0.5	0.40	0.52	4	12.2	0.4	191	6	20.8 (0.33)
0.5	0.40	0.52	5	12.8	0.3	199	5	21.2 (0.33)
0.5	0.40	0.52	6	18.2	0.4	285	6	21.4 (0.33)
0.5	0.40	0.52	7	12.2	0.4	190	6	21.6 (0.34)
0.5	0.40	0.52	8	16.7	0.5	260	7	21.2 (0.33)
0.5	0.40	0.54	2	18.2	0.3	285	5	19.6 (0.31)
0.5	0.40	0.54	3	18.2	0.4	285	6	20.3 (0.32)
0.5	0.40	0.54	4	12.2	0.4	191	6	20.7 (0.32)
0.5	0.40	0.54	5	18.2	0.4	285	5	21.2 (0.33)
0.5	0.40	0.54	6	18.2	0.4	285	5	21.4 (0.33)
0.5	0.40	0.54	7	18.2	0.5	285	7	21.1 (0.33)
0.5	0.40	0.54	8	16.5	0.5	257	8	21.6 (0.34)
0.5	0.40	0.56	2	13.6	0.4	213	5	18.9 (0.30)
0.5	0.40	0.56	3	12.2	0.3	191	4	19.5 (0.30)
0.5	0.40	0.56	4	18.2	0.5	285	7	20.7 (0.32)
0.5	0.40	0.56	5	18.2	0.6	284	9	21.3 (0.33)
0.5	0.40	0.56	6	18.2	0.3	284	5	21.6 (0.34)
0.5	0.40	0.56	7	18.2	0.5	284	8	21.6 (0.34)
0.5	0.40	0.56	8	18.2	0.5	284	7	21.8 (0.34)
0.5	0.40	0.58	2	18.2	0.3	285	4	19.5 (0.30)
0.5	0.40	0.58	3	16.7	0.3	260	4	20.3 (0.32)
0.5	0.40	0.58	4	16.7	0.4	260	6	20.4 (0.32)
0.5	0.40	0.58	5	18.2	0.3	285	5	21.4 (0.33)
0.5	0.40	0.58	6	18.2	0.4	284	5	21.9 (0.34)
0.5	0.40	0.58	7	16.7	0.3	260	5	21.7 (0.34)
0.5	0.40	0.58	8	16.7	0.6	260	8	21.7 (0.34)
0.5	0.40	0.60	2	18.2	0.3	285	5	19.4 (0.30)
0.5	0.40	0.60	3	13.3	0.4	208	6	20.7 (0.32)
0.5	0.40	0.60	4	18.2	0.4	285	6	21.2 (0.33)
0.5	0.40	0.60	5	18.2	0.3	285	5	21.4 (0.33)
0.5	0.40	0.60	6	19.5	0.3	304	4	21.6 (0.34)
0.5	0.40	0.60	7	19.5	0.5	304	8	21.9 (0.34)
0.5	0.40	0.60	8	19.4	0.4	303	6	21.8 (0.34)
0.5	0.40	0.62	2	18.2	0.5	285	7	19.7 (0.31)
0.5	0.40	0.62	3	13.8	0.3	215	5	20.4 (0.32)
0.5	0.40	0.62	4	18.2	0.3	285	4	21.3 (0.33)
0.5	0.40	0.62	5	18.2	0.3	285	5	21.5 (0.34)
0.5	0.40	0.62	6	19.5	0.5	304	7	21.7 (0.34)
0.5	0.40	0.62	7	16.7	0.3	260	4	21.8 (0.34)
0.5	0.40	0.62	8	16.7	0.3	260	5	22.0 (0.34)
0.5	0.40	0.64	2	18.2	0.5	285	8	20.4 (0.32)
0.5	0.40	0.64	3	18.2	0.4	285	5	20.9 (0.33)
0.5	0.40	0.64	4	18.2	0.4	285	5	21.2 (0.33)
0.5	0.40	0.64	5	17.4	0.4	272	6	21.6 (0.34)
0.5	0.40	0.64	6	12.2	0.3	190	5	22.0 (0.34)
0.5	0.40	0.64	7	13.8	0.3	215	5	22.1 (0.34)
0.5	0.40	0.64	8	19.4	0.4	303	6	22.0 (0.34)
0.5	0.40	0.66	2	18.0	0.3	281	4	20.3 (0.32)
0.5	0.40	0.66	3	18.2	0.3	284	3	20.1 (0.31)
0.5	0.40	0.66	4	18.2	0.4	284	6	21.4 (0.33)
0.5	0.40	0.66	5	18.2	0.4	284	6	21.6 (0.34)
0.5	0.40	0.66	6	16.8	0.4	263	6	21.8 (0.34)
0.5	0.40	0.66	7	19.4	0.4	303	5	22.1 (0.34)
0.5	0.40	0.66	8	19.4	0.4	303	6	22.0 (0.34)
0.5	0.40	0.68	2	13.0	0.5	202	7	20.1 (0.31)
0.5	0.40	0.68	3	16.8	0.5	263	7	21.2 (0.33)
0.5	0.40	0.68	4	18.2	0.6	284	9	21.6 (0.34)
0.5	0.40	0.68	5	17.0	0.5	266	7	21.7 (0.34)
0.5	0.40	0.68	6	13.7	0.4	213	6	22.1 (0.34)
0.5	0.40	0.68	7	18.2	0.5	284	7	22.0 (0.34)
0.5	0.40	0.68	8	18.2	0.6	284	8	22.1 (0.35)
0.5	0.40	0.70	2	18.2	0.4	284	5	20.3 (0.32)
0.5	0.40	0.70	3	17.0	0.5	266	7	21.3 (0.33)
0.5	0.40	0.70	4	15.4	0.6	241	9	21.6 (0.34)
0.5	0.40	0.70	5	18.2	0.6	284	9	22.0 (0.34)
0.5	0.40	0.70	6	16.7	0.4	260	6	22.0 (0.34)
0.5	0.40	0.70	7	18.2	0.6	284	9	22.0 (0.34)
0.5	0.40	0.70	8	18.2	0.7	284	11	22.1 (0.34)
0.5	0.40	0.72	2	12.2	0.5	190	7	20.6 (0.32)
0.5	0.40	0.72	3	18.2	0.4	284	6	21.2 (0.33)
0.5	0.40	0.72	4	13.7	0.4	214	6	21.7 (0.34)
0.5	0.40	0.72	5	17.0	0.6	266	9	22.0 (0.34)
0.5	0.40	0.72	6	18.3	0.6	286	9	22.1 (0.35)
0.5	0.40	0.72	7	18.3	0.7	286	11	21.9 (0.34)
0.5	0.40	0.72	8	18.3	0.5	285	8	22.1 (0.35)
0.5	0.40	0.74	2	15.0	0.4	234	6	20.8 (0.32)
0.5	0.40	0.74	3	18.2	0.4	284	6	21.3 (0.33)
0.5	0.40	0.74	4	13.9	0.5	216	8	21.7 (0.34)
0.5	0.40	0.74	5	18.3	0.5	286	8	22.0 (0.34)
0.5	0.40	0.74	6	18.3	0.4	286	6	22.2 (0.35)
0.5	0.40	0.74	7	18.3	0.7	286	11	22.2 (0.35)
0.5	0.40	0.74	8	16.7	0.6	260	9	22.4 (0.35)
0.5	0.40	0.76	2	18.2	0.4	284	6	20.6 (0.32)
0.5	0.40	0.76	3	18.2	0.4	284	6	21.0 (0.33)
0.5	0.40	0.76	4	14.5	0.3	227	5	21.7 (0.34)
0.5	0.40	0.76	5	16.5	0.5	257	7	22.0 (0.34)
0.5	0.40	0.76	6	18.3	0.7	286	10	22.2 (0.35)
0.5	0.40	0.76	7	16.7	0.6	260	9	22.5 (0.35)
0.5	0.40	0.76	8	18.3	0.6	285	8	22.4 (0.35)
0.5	0.40	0.78	2	18.0	0.5	281	7	20.0 (0.31)
0.5	0.40	0.78	3	14.8	0.4	231	6	21.4 (0.33)
0.5	0.40	0.78	4	18.0	0.7	281	10	21.6 (0.34)
0.5	0.40	0.78	5	18.3	0.5	286	8	21.9 (0.34)
0.5	0.40	0.78	6	19.5	0.6	304	9	22.2 (0.35)
0.5	0.40	0.78	7	18.3	0.6	286	9	22.0 (0.34)
0.5	0.40	0.78	8	18.3	0.6	285	9	22.4 (0.35)
0.5	0.40	0.80	2	13.1	0.4	204	5	20.8 (0.32)
0.5	0.40	0.80	3	18.0	0.4	281	6	21.4 (0.33)
0.5	0.40	0.80	4	13.8	0.4	216	6	21.8 (0.34)
0.5	0.40	0.80	5	16.7	0.6	260	8	22.1 (0.35)
0.5	0.40	0.80	6	18.3	0.5	286	7	22.1 (0.35)
0.5	0.40	0.80	7	18.3	0.7	285	11	22.3 (0.35)
0.5	0.40	0.80	8	30.2	0.7	471	11	22.4 (0.35)
0.5	0.40	0.82	2	19.1	0.5	298	8	20.9 (0.33)
0.5	0.40	0.82	3	15.7	0.4	245	5	21.4 (0.33)
0.5	0.40	0.82	4	19.1	0.6	298	8	21.9 (0.34)
0.5	0.40	0.82	5	19.0	0.7	297	11	22.1 (0.35)
0.5	0.40	0.82	6	23.6	0.6	368	9	22.2 (0.35)
0.5	0.40	0.82	7	23.6	0.6	369	10	22.5 (0.35)
0.5	0.40	0.82	8	30.2	1.0	471	15	22.5 (0.35)
0.5	0.40	0.84	2	19.1	0.4	298	7	20.7 (0.32)
0.5	0.40	0.84	3	19.1	0.6	298	8	21.6 (0.34)
0.5	0.40	0.84	4	19.2	0.6	300	9	21.8 (0.34)
0.5	0.40	0.84	5	18.0	0.4	281	5	22.2 (0.35)
0.5	0.40	0.84	6	19.0	0.5	297	7	22.1 (0.35)
0.5	0.40	0.84	7	21.6	0.9	336	14	22.2 (0.35)
0.5	0.40	0.84	8	19.3	0.7	301	10	22.4 (0.35)
0.5	0.40	0.86	2	19.3	0.5	301	7	20.6 (0.32)
0.5	0.40	0.86	3	19.1	0.5	298	8	21.5 (0.34)
0.5	0.40	0.86	4	19.1	0.5	298	7	21.9 (0.34)
0.5	0.40	0.86	5	22.2	0.7	347	10	22.0 (0.34)
0.5	0.40	0.86	6	19.0	0.8	297	13	22.3 (0.35)
0.5	0.40	0.86	7	19.5	0.7	304	10	22.4 (0.35)
0.5	0.40	0.86	8	24.9	0.9	388	14	22.3 (0.35)
0.5	0.40	0.88	2	19.6	0.5	306	7	21.0 (0.33)
0.5	0.40	0.88	3	19.6	0.4	306	5	21.5 (0.34)
0.5	0.40	0.88	4	19.6	0.9	306	13	22.1 (0.35)
0.5	0.40	0.88	5	19.6	0.4	306	6	22.4 (0.35)
0.5	0.40	0.88	6	23.7	0.7	371	11	22.3 (0.35)
0.5	0.40	0.88	7	23.6	0.6	368	10	22.4 (0.35)
0.5	0.40	0.88	8	23.6	0.9	368	14	22.4 (0.35)
0.5	0.40	0.90	2	19.6	0.5	306	8	20.9 (0.33)
0.5	0.40	0.90	3	15.0	0.6	234	8	21.8 (0.34)
0.5	0.40	0.90	4	18.1	0.6	283	9	22.2 (0.35)
0.5	0.40	0.90	5	23.5	0.6	367	8	22.3 (0.35)
0.5	0.40	0.90	6	23.5	1.0	367	16	22.5 (0.35)
0.5	0.40	0.90	7	23.6	1.1	369	17	22.7 (0.35)
0.5	0.40	0.90	8	23.6	1.1	369	16	22.5 (0.35)
0.5	0.40	0.92	2	13.3	0.5	207	8	21.2 (0.33)
0.5	0.40	0.92	3	20.9	0.8	327	11	21.8 (0.34)
0.5	0.40	0.92	4	22.4	0.7	350	10	22.2 (0.35)
0.5	0.40	0.92	5	23.8	0.8	371	12	22.4 (0.35)
0.5	0.40	0.92	6	23.8	1.1	371	16	22.4 (0.35)
0.5	0.40	0.92	7	23.7	1.0	371	15	22.4 (0.35)
0.5	0.40	0.92	8	23.7	0.9	371	14	22.7 (0.35)
0.5	0.40	0.94	2	19.3	0.5	301	8	21.4 (0.33)
0.5	0.40	0.94	3	18.6	0.6	291	8	21.5 (0.34)
0.5	0.40	0.94	4	19.8	0.8	309	12	22.2 (0.35)
0.5	0.40	0.94	5	23.4	0.9	365	14	22.4 (0.35)
0.5	0.40	0.94	6	22.2	0.9	347	13	22.6 (0.35)
0.5	0.40	0.94	7	20.8	0.9	324	13	22.6 (0.35)
0.5	0.40	0.94	8	20.8	0.9	324	13	22.5 (0.35)
0.5	0.40	0.96	2	19.6	0.6	306	9	21.5 (0.34)
0.5	0.40	0.96	3	22.1	1.0	345	16	22.0 (0.34)
0.5	0.40	0.96	4	22.2	1.0	347	15	22.3 (0.35)
0.5	0.40	0.96	5	23.7	1.0	369	15	22.5 (0.35)
0.5	0.40	0.96	6	31.5	1.0	492	16	22.5 (0.35)
0.5	0.40	0.96	7	31.5	1.2	492	18	22.7 (0.36)
0.5	0.40	0.96	8	30.2	1.1	471	17	22.7 (0.35)
0.5	0.40	0.98	2	19.6	0.7	306	11	21.7 (0.34)
0.5	0.40	0.98	3	23.6	1.1	369	17	22.3 (0.35)
0.5	0.40	0.98	4	31.5	1.1	492	16	22.4 (0.35)
0.5	0.40	0.98	5	31.5	1.2	492	18	22.5 (0.35)
0.5	0.40	0.98	6	31.5	1.2	492	18	22.6 (0.35)
0.5	0.40	0.98	7	31.5	1.1	492	17	22.6 (0.35)
0.5	0.40	0.98	8	31.5	1.0	492	16	22.6 (0.35)
0.5	0.40	1.00	2	19.5	0.9	304	13	21.7 (0.34)
0.5	0.40	1.00	3	23.7	1.1	370	16	22.2 (0.35)
0.5	0.40	1.00	4	23.7	1.2	370	18	22.5 (0.35)
0.5	0.40	1.00	5	20.9	1.1	327	16	22.7 (0.36)
0.5	0.40	1.00	6	27.2	1.1	425	16	22.7 (0.36)
0.5	0.40	1.00	7	27.2	1.1	425	16	22.8 (0.36)
0.5	0.40	1.00	8	27.2	1.0	425	16	22.8 (0.36)
0.5	0.50	0.50	2	18.0	0.3	280	4	20.8 (0.32)
0.5	0.50	0.50	3	17.2	0.4	267	5	21.4 (0.33)
0.5	0.50	0.50	4	18.2	0.4	284	6	23.2 (0.36)
0.5	0.50	0.50	5	15.3	0.4	239	6	23.4 (0.37)
0.5	0.50	0.50	6	22.9	0.3	357	5	23.9 (0.37)
0.5	0.50	0.50	7	21.7	0.7	338	10	23.9 (0.37)
0.5	0.50	0.50	8	16.9	0.5	264	8	24.4 (0.38)
0.5	0.50	0.52	2	22.2	0.4	346	6	20.7 (0.32)
0.5	0.50	0.52	3	15.6	0.3	243	5	22.2 (0.35)
0.5	0.50	0.52	4	21.2	0.5	331	7	22.5 (0.35)
0.5	0.50	0.52	5	16.8	0.5	262	7	23.5 (0.37)
0.5	0.50	0.52	6	17.0	0.4	266	6	24.3 (0.38)
0.5	0.50	0.52	7	16.7	0.3	260	4	24.5 (0.38)
0.5	0.50	0.52	8	26.0	0.5	405	7	23.8 (0.37)
0.5	0.50	0.54	2	9.4	0.5	146	8	21.4 (0.33)
0.5	0.50	0.54	3	10.7	0.6	167	8	22.4 (0.35)
0.5	0.50	0.54	4	16.7	0.5	260	7	23.6 (0.37)
0.5	0.50	0.54	5	12.5	0.3	194	5	23.5 (0.37)
0.5	0.50	0.54	6	16.9	0.4	264	6	24.4 (0.38)
0.5	0.50	0.54	7	22.7	0.4	354	5	24.6 (0.38)
0.5	0.50	0.54	8	16.9	0.4	264	6	24.2 (0.38)
0.5	0.50	0.56	2	23.0	0.4	358	5	20.2 (0.32)
0.5	0.50	0.56	3	15.8	0.4	246	6	23.2 (0.36)
